종목명,시가총액,매출액,PSR,상승률,상승하락,년초가,현재가,결산월
대우부품,104821200,626,167446.01,1.058,상승,2140,2265,2018/12
대우조선해양,3569959800,96444,37015.88,0.898,하락,34250,30750,2018/12
대웅,1011670800,12313,82162.82,0.895,하락,18050,16150,2018/12
대웅제약,2149388500,10314,208395.24,0.845,하락,190000,160500,2018/12
대원,125970000,3330,37828.83,1.186,상승,11550,13700,2018/12
대원강업,232500000,9954,23357.44,1.093,상승,3885,4245,2018/12
대원미디어,124532100,1634,76213.04,0.733,하락,10150,7440,2018/12
대원산업,107804440,6970,15466.92,1.122,상승,5390,6050,2018/12
대원전선,105906385,4295,24658.06,0.774,하락,1635,1265,2018/12
대원제약,301807387,2867,105269.41,1.02,상승,15882,16200,2018/12
대원화성,73423220,1146,64069.13,0.861,하락,1830,1575,2018/12
대유,153431400,287,534604.18,0.696,하락,18400,12800,2018/12
대유에이텍,141537440,11102,12748.82,0.7,하락,1325,928,2018/12
대유에이피,60406200,1940,31137.22,2.005,상승,5810,11650,2018/12
대유위니아,89557830,5574,16067.07,1.092,상승,2600,2840,2018/12
대유플러스,85277654,5034,16940.34,0.992,하락,861,854,2018/12
대정화금,91235000,738,123624.66,1.178,상승,12950,15250,2018/12
대주산업,51141440,841,60810.27,0.979,하락,1450,1420,2018/12
대주전자재료,238636400,1029,231910.98,1.25,상승,17600,22000,2018/12
대창,83393100,9513,8766.23,1.573,상승,922,1450,2018/12
대창단조,84500000,3205,26365.05,0.934,하락,42700,39900,2018/12
대창솔루션,90451470,517,174954.49,0.723,하락,815,589,2018/12
대창스틸,53500000,2284,23423.82,1.073,상승,2755,2955,2018/12
대한과학,34661100,471,73590.45,1.142,상승,4660,5320,2018/12
대한광통신,394519700,1671,236097.97,0.779,하락,5150,4010,2018/12
대한뉴팜,144267750,1195,120726.15,1.122,상승,10250,11500,2018/12
대한방직,76055000,2091,36372.55,1.378,상승,14700,20250,2018/12
대한약품,229200000,1587,144423.44,0.892,하락,38800,34600,2018/12
대한유화,958750000,25540,37539.15,0.795,하락,153500,122000,2018/12
대한전선,865037730,16488,52464.69,0.692,하락,1015,702,2018/12
대한제강,135312030,11355,11916.52,1.304,상승,5600,7300,2018/12
대한제당,167960000,12101,13879.84,1.074,상승,18900,20300,2018/12
대한제분,299130000,8646,34597.5,1.136,상승,176000,200000,2018/12
대한항공,3072978000,130203,23601.44,0.853,하락,32950,28100,2018/12
대한해운,531287250,13347,39805.74,1.251,상승,21700,27150,2018/12
대한화섬,140104000,1077,130087.28,0.981,하락,104000,102000,2018/12
대현,101848600,2863,35574.08,1.125,상승,2315,2605,2018/12
대호에이엘,113695650,1324,85872.85,0.944,하락,4190,3955,2018/12
대호피앤씨,71212062,2099,33926.66,1.19,상승,1000,1190,2018/12
대화제약,359032500,1101,326096.73,0.721,하락,20100,14500,2018/12
더블유게임즈,1041903700,4830,215715.05,0.982,하락,60400,59300,2018/12
더블유에프엠,68283000,87,784862.07,1.257,상승,3110,3910,2018/12
더존비즈온,1534094100,2269,676110.22,1.218,상승,51900,63200,2018/12
덕산네오룩스,321734000,907,354723.26,1.24,상승,14350,17800,2018/12
덕산하이메탈,102349095,478,214119.45,1.409,상승,4550,6410,2018/12
덕성,53782400,837,64256.15,1.071,상승,3500,3750,2018/12
덕신하우징,68903200,1354,50888.63,1.039,상승,1555,1615,2018/12
덕양산업,41520375,12922,3213.15,1.066,상승,1285,1370,2018/12
덕우전자,67313000,884,76145.93,1.254,상승,4050,5080,2018/12
데브시스터즈,91760760,357,257032.94,1.037,상승,8290,8600,2018/12
데이타솔루션,48257330,981,49191.98,1.436,상승,2980,4280,2018/12
데일리블록체인,45131940,383,117837.96,0.623,하락,1485,925,2018/12
데코앤이,32176716,516,62357.98,0.859,하락,1700,1460,2018/12
덱스터,118139210,392,301375.54,1.37,상승,4825,6610,2018/12
덴티움,625398500,1863,335694.31,1.226,상승,58000,71100,2018/12
도이치모터스,134466560,10583,12705.9,1.959,상승,5130,10050,2018/12
도화엔지니어링,275829600,4025,68529.09,1.101,상승,8820,9710,2018/12
동구바이오제약,182956200,1048,174576.53,0.898,하락,19550,17550,2018/12
동국S&C,164857555,3631,45402.8,0.809,하락,2955,2390,2018/12
동국산업,132355360,7578,17465.74,1.189,상승,2440,2900,2018/12
동국알앤에스,41308000,1016,40657.48,1.276,상승,2320,2960,2018/12
동국제강,673756980,59649,11295.36,0.964,하락,7240,6980,2018/12
동국제약,504176400,4008,125792.51,1.199,상승,57900,69400,2018/12
동남합성,79296446,1393,56924.94,1.131,상승,21965,24850,2018/12
동방,45513760,5264,8646.23,1.329,상승,1385,1840,2018/12
동방선기,26472655,171,154810.85,1.1,상승,2010,2210,2018/12
동방아그로,88789360,1211,73319.04,1.065,상승,6620,7050,2018/12
동부건설,150242400,8982,16727.05,1.341,상승,7390,9910,2018/12
동부스팩5호,9801000,0,0,1.084,상승,2020,2190,2018/12
동부제철,178920810,25451,7030.01,1.059,상승,6420,6800,2018/12
동북아12호선박투자,7882420,5,1576484.0,1.008,상승,4970,5010,2018/12
동북아13호선박투자,7930000,5,1586000.0,1.002,상승,5000,5010,2018/12
동서,1759705000,5635,312281.28,1.008,상승,17850,18000,2018/12
동성제약,398587700,919,433718.93,1.382,상승,15200,21000,2018/12
동성코퍼레이션,232678400,8131,28616.21,1.094,상승,5100,5580,2018/12
동성화인텍,204538720,1881,108739.35,1.071,상승,7840,8400,2018/12
동성화학,73103200,1914,38193.94,1.219,상승,13700,16700,2018/12
동신건설,47460000,271,175129.15,1.034,상승,5810,6010,2018/12
동아쏘시오홀딩스,662904000,7075,93696.68,0.876,하락,108000,94600,2018/12
동아에스티,882398000,5674,155516.04,0.93,하락,104500,97200,2018/12
동아엘텍,91014420,2535,35903.12,1.094,상승,8370,9160,2018/12
동아지질,193200000,3607,53562.52,1.417,상승,17500,24800,2018/12
동아타이어,174409100,1613,108127.15,1.068,상승,12550,13400,2018/12
동아화성,65886000,2534,26000.79,1.423,상승,4075,5800,2018/12
동양,485721940,5297,91697.55,0.831,하락,2070,1720,2018/12
동양고속,83549600,1323,63151.63,0.89,하락,29150,25950,2018/12
동양네트웍스,207539200,700,296484.57,0.739,하락,2280,1685,2018/12
동양물산기업,117700200,5899,19952.57,0.858,하락,1870,1605,2018/12
동양생명,754353325,42625,17697.44,0.898,하락,4785,4295,2018/12
동양에스텍,30100000,1891,15917.5,1.003,상승,3010,3020,2018/12
동양이엔피,72390600,3911,18509.49,1.184,상승,9250,10950,2018/12
동양철관,172977675,1620,106776.34,0.805,하락,1540,1240,2018/12
동양파일,100600000,679,148159.06,1.112,상승,5100,5670,2018/12
동양피스톤,63930640,3322,19244.62,1.014,상승,4950,5020,2018/12
동양피엔에프,53087870,1121,47357.6,1.677,상승,4985,8360,2018/12
동우팜투테이블,95578400,2502,38200.8,1.037,상승,3745,3885,2018/12
동운아나텍,77486420,467,165923.81,1.277,상승,5660,7230,2018/12
동원F&B,1076661000,28025,38417.88,1.009,상승,284000,286500,2018/12
동원개발,357329480,6079,58780.96,1.281,상승,3990,5110,2018/12
동원금속,33102540,4586,7218.17,1.218,상승,711,866,2019/03
동원산업,669237000,24446,27376.14,1.196,상승,204000,244000,2018/12
동원수산,41560220,1420,29267.76,0.908,하락,9000,8170,2018/12
동원시스템즈,698117750,10263,68022.78,1.526,상승,27100,41350,2018/12
동일고무벨트,83704500,2630,31826.81,0.986,하락,6370,6280,2018/12
동일금속,73850000,960,76927.08,1.11,상승,10450,11600,2018/12
동일기연,79806800,269,296679.55,1.105,상승,12900,14250,2018/12
동일산업,139922500,3910,35785.81,1.032,상승,58600,60500,2018/12
동일제강,45900000,1240,37016.13,0.885,하락,3210,2840,2018/12
동일철강,28168075,443,63584.82,1.196,상승,3845,4600,2018/12
동진쎄미켐,352700040,8272,42637.82,2.122,상승,7350,15600,2018/12
동화기업,394870900,7600,51956.7,0.932,하락,20600,19200,2018/12
동화약품,260875540,3066,85086.61,1.054,상승,9190,9690,2018/12
두산,1905871000,181722,10487.84,0.84,하락,111500,93700,2018/12
두산건설,101795968,15478,6576.82,1.04,상승,1360,1415,2018/12
두산밥캣,3077644300,39708,77506.91,1.146,상승,31450,36050,2018/12
두산인프라코어,1525798140,77301,19738.4,0.803,하락,7600,6100,2018/12
두산중공업,1006170984,147611,6816.37,0.717,하락,8456,6060,2018/12
두올,77140950,4831,15967.91,1.127,상승,2870,3235,2018/12
두올산업,78233298,434,180261.06,1.219,상승,1542,1880,2018/12
듀오백,25731200,327,78688.69,1.185,상승,2215,2625,2018/12
드래곤플라이,56108040,64,876688.12,1.204,상승,3530,4250,2018/12
드림시큐리티,121740400,283,430178.09,1.048,상승,3310,3470,2018/12
드림어스컴퍼니,372238600,1378,270129.61,0.932,하락,7080,6600,2018/12
드림티엔터테인먼트,2754072,160,17212.95,2.268,상승,295,669,2018/12
디딤,102495540,970,105665.51,0.921,하락,2800,2580,2018/12
디바이스이엔지,55951500,932,60033.8,1.519,상승,7900,12000,2018/12
디스플레이텍,72338040,573,126244.4,1.04,상승,3870,4025,2018/12
디씨엠,127530000,1221,104447.17,1.092,상승,10900,11900,2018/12
디아이,108507165,1960,55360.8,1.02,상승,3515,3585,2018/12
디아이동일,141628500,9093,15575.55,1.332,상승,59600,79400,2018/12
디아이씨,128061900,5882,21771.83,0.542,하락,5839,3165,2018/12
디아이티,118692000,769,154345.9,1.493,상승,6490,9690,2018/12
디알젬,77696360,566,137272.72,1.045,상승,6870,7180,2018/12
디알텍,57692745,447,129066.54,1.295,상승,1320,1710,2018/12
디앤씨미디어,168574000,329,512382.98,1.028,상승,14200,14600,2018/12
디에스케이,139228200,1179,118090.08,1.435,상승,6600,9470,2018/12
디에스티,48399840,276,175361.74,1.291,상승,918,1185,2018/12
디에이치피코리아,139146000,496,280536.29,0.947,하락,8670,8210,2018/12
디에이테크놀로지,183389500,921,199119.98,0.9,하락,3555,3200,2018/12
디에이피,61638950,3041,20269.3,1.15,상승,2740,3150,2018/12
디엔에이링크,43918420,149,294754.5,0.88,하락,4150,3650,2018/12
디엔에프,79423560,742,107039.84,0.996,하락,7640,7610,2018/12
디엠티,32006250,445,71924.16,0.866,하락,2955,2560,2018/12
디오,429339300,910,471801.43,1.322,상승,29000,38350,2018/12
디오스텍,93356320,91,1025893.63,0.637,하락,1035,659,2018/12
디와이,147392000,8910,16542.31,0.98,하락,5530,5420,2018/12
디와이파워,149067000,3857,38648.43,0.879,하락,14450,12700,2018/12
디이엔티,17870200,750,23826.93,1.727,상승,1960,3385,2018/12
디자인,26184240,314,83389.3,0.925,하락,9860,9120,2018/12
디젠스,17651748,950,18580.79,1.053,상승,533,561,2018/12
디지아이,23220000,211,110047.39,1.329,상승,2585,3435,2018/12
디지캡,25659505,180,142552.81,1.159,상승,3785,4385,2018/12
디지탈옵틱,49587072,643,77118.31,0.582,하락,1073,624,2018/12
디지털대성,98758000,1069,92383.54,1.801,상승,4420,7960,2018/12
디지틀조선,71260800,397,179498.24,1.319,상승,1930,2545,2018/12
디케이디앤아이,43834140,533,82240.41,1.472,상승,2000,2945,2018/12
디케이락,72615060,665,109195.58,1.035,상승,9490,9820,2018/12
디케이앤디,32106580,548,58588.65,1.309,상승,4330,5670,2018/12
디케이티,116616000,2402,48549.54,0.553,하락,14750,8150,2018/12
디티알오토모티브,316310100,9085,34816.74,1.006,상승,32300,32500,2018/12
디티앤씨,82280900,596,138055.2,1.208,상승,8260,9980,2018/12
디피씨,231729680,1577,146943.36,0.897,하락,5730,5140,2018/12
딜리,56792250,438,129662.67,1.008,상승,1950,1965,2018/12
라온시큐어,65528600,246,266376.42,1.44,상승,2100,3025,2018/12
라이브플렉스,56605240,338,167471.12,1.218,상승,671,817,2018/12
라이온켐텍,146284512,1379,106080.14,0.981,하락,8135,7980,2018/12
라이트론,126095200,385,327520.0,0.604,하락,8980,5420,2018/12
락앤락,1086449350,4343,250161.03,0.725,하락,20700,15000,2018/12
램테크놀러지,35701015,326,109512.32,2.118,상승,3135,6640,2018/12
랩지노믹스,55437270,275,201590.07,0.938,하락,6300,5910,2018/12
러셀,49626720,313,158551.82,1.588,상승,1590,2525,2018/12
럭슬,26163550,199,131475.13,0.426,하락,1760,750,2018/12
레고켐바이오,604689000,252,2399559.52,0.87,하락,57600,50100,2018/12
레드로버,84081070,123,683585.93,0.33,하락,1850,610,2018/12
레드캡투어,129693900,2549,50880.31,1.127,상승,15000,16900,2018/12
레이언스,267115100,1164,229480.33,0.858,하락,16500,14150,2018/12
로고스바이오,47813500,57,838833.33,0.985,하락,13200,13000,2018/12
로보로보,34350140,173,198555.72,2.833,상승,1980,5610,2018/12
로보스타,222787500,1932,115314.44,0.884,하락,24100,21300,2018/12
로보티즈,205893300,243,847297.53,0.802,하락,17900,14350,2018/12
로스웰,80250404,1356,59181.71,1.175,상승,911,1070,2018/12
로지시스,26435030,400,66087.57,1.027,상승,2815,2890,2018/12
로체시스템즈,48109065,740,65012.25,1.41,상승,3100,4370,2018/12
롯데관광개발,970928700,761,1275859.0,0.803,하락,14450,11600,2018/12
롯데손해보험,356513400,23636,15083.49,0.818,하락,2670,2185,2018/12
롯데쇼핑,5728522500,178208,32145.15,0.676,하락,211500,143000,2018/12
롯데정밀화학,1043610000,13717,76081.5,1.271,상승,40850,51900,2018/12
롯데정보통신,521439000,8117,64240.36,1.212,상승,35600,43150,2018/12
롯데제과,981801000,16945,57940.45,1.007,상승,153000,154000,2018/12
롯데지주,5240204550,72712,72067.95,0.734,하락,52400,38450,2018/12
롯데칠성음료,1100779974,23463,46915.57,1.083,상승,139421,151000,2018/12
롯데케미칼,9425625000,165450,56969.63,0.877,하락,277500,243500,2018/12
롯데푸드,793532000,18108,43822.18,0.726,하락,702000,510000,2018/12
롯데하이마트,1093050400,41127,26577.44,0.831,하락,46500,38650,2018/12
루멘스,135921375,3258,41719.27,0.637,하락,3040,1935,2018/12
루미마이크로,103127100,460,224189.35,1.125,상승,1440,1620,2018/12
루트로닉,201207720,921,218466.58,0.984,하락,8200,8070,2018/12
룽투코리아,87033600,575,151362.78,2.184,상승,3650,7970,2018/12
리노공업,680555300,1504,452496.88,1.236,상승,47400,58600,2018/12
리노스,77817930,716,108684.26,0.753,하락,2065,1555,2018/12
리더스코스메틱,190785000,1392,137058.19,0.669,하락,11000,7360,2018/12
리드,165244800,328,503795.12,0.525,하락,11400,5990,2018/12
리드코프,140967230,4640,30380.87,1.178,상승,5230,6160,2018/12
리켐,90169200,417,216233.09,0.844,하락,3900,3290,2018/12
린드먼아시아,64260000,81,793333.33,0.944,하락,4975,4695,2018/12
링네트,51233910,1376,37233.95,1.131,상승,3520,3980,2018/12
마니커,121707264,2691,45227.52,1.164,상승,769,895,2018/12
마이크로컨텍솔,19327725,257,75205.16,1.349,상승,2405,3245,2018/12
마이크로프랜드,44199700,406,108866.26,1.341,상승,4170,5590,2018/12
마제스타,67155275,158,425033.39,1.0,보합,1475,1475,2018/12
마크로젠,301712250,1103,273537.85,0.986,하락,29300,28900,2018/12
만도,1354709450,56648,23914.52,0.985,하락,29050,28600,2018/12
만호제강,68475000,2152,31819.24,1.037,상승,17450,18100,2018/06
매일유업,633010800,13006,48670.68,1.086,상승,79000,85800,2018/12
매일홀딩스,141295400,14908,9477.82,1.219,상승,10500,12800,2018/12
매직마이크로,204115810,800,255144.76,0.581,하락,3500,2035,2018/12
매커스,66510745,896,74230.74,1.042,상승,4130,4305,2018/12
맥스로텍,29963530,596,50274.38,1.169,상승,1245,1455,2018/12
머큐리,157236600,1339,117428.38,0.858,하락,10600,9100,2018/12
멀티캠퍼스,262566100,2400,109402.54,1.041,상승,44000,45800,2018/12
메가스터디,113845550,1346,84580.65,1.07,상승,9860,10550,2018/12
메가스터디교육,294638100,3569,82554.81,1.215,상승,26050,31650,2018/12
메가엠디,52231615,753,69364.69,0.992,하락,2365,2345,2018/12
메디아나,53197500,468,113669.87,1.175,상승,6120,7190,2018/12
