순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1812,072130,유엔젤,3470,-160,-4.4,35352,124486200,3540,3630,3385,45788225380,0.0,13195454,,,
1813,002220,한일철강,2050,-20,-1.0,10425,20995580,1970,2060,1970,45760776500,0.0,22322330,,,
1814,114570,지스마트글로벌,483,-17,-3.4,818061,400307009,495,499,483,45714510660,0.0,94647020,,,
1815,101390,아이엠,1080,-45,-4.0,372382,403703710,1100,1115,1060,45601023600,0.0,42223170,,,
1816,230980,솔트웍스,3610,155,4.5,1075372,3935459810,3380,3950,3305,45577715660,0.0,12625406,,,
1817,008470,부스타,5420,-30,-0.6,20041,107733810,5470,5470,5330,45554016000,0.0,8404800,,,
1818,051490,나라엠앤디,3200,-10,-0.3,14473,46045845,3155,3210,3155,45440000000,0.0,14200000,,,
1819,118000,우리들휴브레인,1870,-40,-2.1,85016,159549100,1905,1905,1865,45437295530,0.0,24298019,,,
1820,950130,엑세스바이오,1675,0,0.0,539646,883482665,1645,1695,1580,45333757750,0.0,27064930,,,
1821,131760,파인텍,1055,-35,-3.2,147851,157009005,1080,1085,1050,45282035855,0.0,42921361,,,
1822,085910,네오티스,4110,100,2.5,16916,69224380,4000,4205,3835,45266216580,0.0,11013678,,,
1823,096610,알에프세미,5570,-100,-1.8,50399,280745980,5600,5670,5400,45233802900,0.0,8120970,,,
1824,068050,팬엔터테인먼트,3290,-60,-1.8,49844,160246140,3330,3330,3170,45214460130,0.0,13742997,,,
1825,025530,SJM홀딩스,3025,-75,-2.4,941,2838920,3010,3040,3000,45175374200,0.0,14934008,,,
1826,008110,대동전자,4300,-45,-1.0,8019,34356345,4345,4450,4205,45108922100,0.0,10490447,,,
1827,006920,모헨즈,4125,25,0.6,23663,95453430,4005,4125,4005,45045000000,0.0,10920000,,,
1828,092870,엑시콘,5070,0,0.0,18991,95888835,5060,5170,4965,45039345000,0.0,8883500,,,
1829,065500,오리엔트정공,384,-16,-4.0,1349406,516788755,387,393,376,45010391808,0.0,117214562,,,
1830,030720,동원수산,9660,-210,-2.1,2703380,26420374520,9680,10200,9240,44955756300,0.0,4653805,,,
1831,219550,MP한강,791,-38,-4.6,242169,192807230,808,828,772,44953534570,0.0,56831270,,,
1832,110020,전진바이오팜,9480,340,3.7,3379,30898810,9290,9510,8930,44872897440,0.0,4733428,,,
1833,155900,바다로19호,2950,0,0.0,5048,14872725,2970,2970,2940,44840011800,0.0,15200004,,,
1834,009620,삼보산업,1735,-60,-3.3,881800,1520543855,1745,1775,1670,44781774435,0.0,25810821,,,
1835,062860,티엘아이,4530,-20,-0.4,6904,31162395,4550,4730,4475,44723421600,0.0,9872720,,,
1836,217820,엔에스,9110,-140,-1.5,8978,81909080,9200,9300,9050,44639000000,0.0,4900000,,,
1837,075970,동국알앤에스,2425,-55,-2.2,267338,642523410,2440,2475,2355,44620000000,0.0,18400000,,,
1838,003280,흥아해운,458,-5,-1.1,313965,142275177,458,462,446,44616405714,0.0,97415733,,,
1839,003310,대주산업,1260,-20,-1.6,67636,85569525,1285,1300,1255,44594361000,0.0,35392350,,,
1840,059120,아진엑스텍,6400,-200,-3.0,14901,94917710,6400,6520,6300,44453856000,0.0,6945915,,,
1841,00499K,롯데지주우,45000,-300,-0.7,3423,154714300,45800,46550,45000,44443035000,0.0,987623,,,
1842,068940,아이씨케이,1425,15,1.1,191069,269782740,1380,1440,1360,44431103850,0.0,31179722,,,
1843,059100,아이컴포넌트,6260,140,2.3,76269,476566390,6120,6430,6070,44263583600,0.0,7070860,,,
1844,115500,케이씨에스,3685,-160,-4.2,36517,134694285,3720,3770,3605,44220000000,0.0,12000000,,,
1845,265560,영화테크,8270,80,1.0,9050,74720820,8190,8440,7820,44203894300,0.0,5345090,,,
1846,007280,한국특수형강,1365,-50,-3.5,58862,80833720,1405,1405,1355,44162513850,0.0,32353490,,,
1847,025950,동신건설,5250,-440,-7.7,26137,141089630,5520,5700,5250,44100000000,0.0,8400000,,,
1848,033230,인성정보,2295,35,1.6,41615,94210760,2260,2335,2200,43968231945,0.0,19158271,,,
1849,084650,랩지노믹스,4815,80,1.7,57119,273330530,4780,4940,4620,43832365425,0.0,9103295,,,
1850,088790,진도,3520,-60,-1.7,11465,39869875,3490,3550,3455,43816058880,0.0,12447744,,,
1851,246250,에스엘에스바이오,6400,700,12.3,3540,19727000,5600,6400,5400,43699859200,0.0,6828103,,,
1852,041020,인프라웨어,1165,-30,-2.5,78273,91202650,1150,1195,1150,43644581400,0.0,37463160,,,
1853,087600,픽셀플러스,5340,90,1.7,175020,914483625,5100,5500,4960,43609419720,0.0,8166558,,,
1854,090080,평화산업,1165,-115,-9.0,830276,972618215,1190,1195,1130,43575478260,0.0,37403844,,,
1855,256940,케이피에스,10150,50,0.5,11882,118209040,10150,10150,9710,43431850000,0.0,4279000,,,
1856,032540,TJ미디어,3115,-145,-4.4,12689,40278505,3340,3340,3115,43396962035,0.0,13931609,,,
1857,023350,한국종합기술,3960,80,2.1,32999,126261620,3870,3960,3770,43362000000,0.0,10950000,,,
1858,186230,그린플러스,11050,-1750,-13.7,218696,2543885700,12050,12450,10950,43358796650,0.0,3923873,,,
1859,054630,에이디칩스,1605,30,1.9,3303705,5525731290,1735,1740,1585,43338845580,0.0,27002396,,,
1860,119830,아이텍,6750,-160,-2.3,163968,1090372140,6910,6910,6500,43335310500,0.0,6420046,,,
1861,008370,원풍,3600,-170,-4.5,58947,212498280,3695,3695,3565,43200000000,0.0,12000000,,,
1862,101930,인화정공,4625,-5,-0.1,5198,23879240,4630,4630,4570,43159135625,0.0,9331705,,,
1863,050960,수산아이앤티,6380,210,3.4,8308,52072280,6170,6500,6010,43071380000,0.0,6751000,,,
1864,170030,현대공업,2805,-85,-2.9,49663,138721900,2865,2865,2755,43028700000,0.0,15340000,,,
1865,003465,유화증권우,12300,150,1.2,214,2628200,12300,12300,12250,42992005500,0.0,3495285,,,
1866,225430,케이엠제약,2010,-100,-4.7,194265,390158975,2035,2080,1980,42987970500,0.0,21387050,,,
1867,000760,이화산업,15350,-350,-2.2,378,5783100,15450,15700,15100,42980000000,0.0,2800000,,,
1868,012860,서연전자,1590,-10,-0.6,254896,416794450,1575,1705,1570,42930000000,0.0,27000000,,,
1869,050090,휘닉스소재,620,7,1.1,616631,390251184,615,667,609,42866144040,0.0,69138942,,,
1870,269620,시스웍,2370,-195,-7.6,456829,1111536480,2555,2555,2360,42660000000,0.0,18000000,,,
1871,122050,아이엘사이언스,6280,0,0.0,0,0,0,0,0,42604173120,0.0,6784104,,,
1872,080530,코디,3590,0,0.0,0,0,0,0,0,42585046700,0.0,11862130,,,
1873,027970,세하,1440,-15,-1.0,16986,24390870,1445,1455,1420,42570715680,0.0,29562997,,,
1874,184230,SGA솔루션즈,1160,-40,-3.3,96724,112810065,1180,1195,1145,42544198280,0.0,36676033,,,
1875,177830,파버나인,3925,55,1.4,21486,83185835,3785,3990,3785,42525114200,0.0,10834424,,,
1876,094970,제이엠티,2535,300,13.4,1808188,4698938615,2235,2890,2230,42456788400,0.0,16748240,,,
1877,049120,파인디앤씨,1610,-40,-2.4,164081,262271945,1610,1630,1575,42439509840,0.0,26359944,,,
1878,101730,조이맥스,4980,-50,-1.0,9364,46293360,4965,5050,4745,42356065320,0.0,8505234,,,
1879,093240,형지엘리트,1355,-30,-2.2,82395,111706490,1375,1385,1330,42214751290,0.0,31154798,,,
1880,222980,한국맥널티,8470,160,1.9,24816,206622590,8200,8510,8140,42138250000,0.0,4975000,,,
1881,039240,경남스틸,1685,35,2.1,104818,176165890,1640,1735,1635,42125000000,0.0,25000000,,,
1882,143540,영우디에스피,1395,-20,-1.4,227008,318329425,1405,1435,1390,42119942265,0.0,30193507,,,
1883,005320,국동,1525,-30,-1.9,450650,684052895,1525,1570,1495,42084137900,0.0,27596156,,,
1884,263860,지니언스,4455,-35,-0.8,16327,72295980,4450,4490,4400,42075693000,0.0,9444600,,,
1885,005820,원림,19100,-400,-2.0,571,10859150,19400,19400,18650,42020000000,0.0,2200000,,,
1886,002870,신풍제지,1200,-25,-2.0,62822,74488075,1205,1215,1170,41950440000,0.0,34958700,,,
1887,088290,이원컴포텍,2940,-320,-9.8,1636820,5024053495,3260,3325,2805,41888726040,0.0,14247866,,,
1888,003780,진양산업,3215,-25,-0.8,86630,279563850,3250,3310,3180,41795000000,0.0,13000000,,,
1889,065690,파커스,2990,-55,-1.8,16896,50502365,3065,3065,2970,41750891910,0.0,13963509,,,
1890,078350,한양디지텍,4175,-160,-3.7,101962,424954955,4380,4380,4070,41750000000,0.0,10000000,,,
1891,037030,파워넷,3470,-5,-0.1,145778,502241505,3475,3500,3400,41673360580,0.0,12009614,,,
1892,065570,삼영이엔씨,4735,70,1.5,15473,72234235,4625,4760,4585,41668000000,0.0,8800000,,,
1893,054540,삼영엠텍,3195,-5,-0.2,38960,124607950,3190,3230,3160,41535000000,0.0,13000000,,,
1894,066910,손오공,1890,-55,-2.8,294296,554978060,1945,1955,1850,41383744290,0.0,21896161,,,
1895,053050,지에스이,1380,-35,-2.5,88806,122327970,1405,1415,1370,41382883860,0.0,29987597,,,
1896,065420,에스아이리소스,639,0,0.0,0,0,0,0,0,41281932996,0.0,64603964,,,
1897,041590,에너전트,873,-19,-2.1,759287,634116624,892,917,788,41257959048,0.0,47259976,,,
1898,277410,인산가,1555,-40,-2.5,220819,346680110,1590,1625,1550,40987226475,0.0,26358345,,,
1899,128540,에코캡,2810,-45,-1.6,193096,538540535,2795,2870,2680,40910228000,0.0,14558800,,,
1900,032960,동일기연,12450,-200,-1.6,2227,27572550,12500,12500,12300,40888862700,0.0,3284246,,,
1901,204020,그리티,4055,-330,-7.5,577129,2430269635,4375,4450,4040,40848914325,0.0,10073715,,,
1902,014910,성문전자,2095,-30,-1.4,91449,190885400,2045,2175,2040,40824965415,0.0,19486857,,,
1903,024740,한일단조,1365,-50,-3.5,1506256,2157988595,1410,1480,1365,40801662720,0.0,29891328,,,
1904,053270,구영테크,1545,50,3.3,459566,711978265,1485,1545,1460,40778998830,0.0,26394174,,,
1905,126640,화신정공,1120,0,0.0,212434,236206275,1120,1125,1090,40738753440,0.0,36373887,,,
1906,063760,이엘피,8290,-450,-5.2,68868,577905850,8500,8580,8280,40708045000,0.0,4910500,,,
1907,207490,에이펙스인텍,11300,1400,14.1,201,2041300,10150,11300,10150,40680000000,0.0,3600000,,,
1908,136510,쎄미시스코,7530,-190,-2.5,32901,248793560,7650,7730,7440,40662000000,0.0,5400000,,,
1909,032800,판타지오,559,-16,-2.8,301480,168467740,570,570,551,40641504137,0.0,72703943,,,
1910,028080,휴맥스홀딩스,3230,-20,-0.6,3070,10022650,3280,3295,3225,40625344380,0.0,12577506,,,
1911,293580,나우아이비캐피탈,4285,-85,-2.0,4854,20866575,4305,4360,4235,40621800000,0.0,9480000,,,
1912,075130,플랜티넷,4530,-155,-3.3,49030,224134840,4650,4650,4515,40588800000,0.0,8960000,,,
1913,121890,에스디시스템,4485,-115,-2.5,316483,1419909250,4500,4600,4405,40578387330,0.0,9047578,,,
1914,224110,에이텍티앤,7590,-390,-4.9,52052,400087030,7750,7960,7580,40530600000,0.0,5340000,,,
1915,255220,SG,3235,90,2.9,69159,221213910,3145,3240,3145,40456987640,0.0,12506024,,,
1916,154040,솔루에타,3115,-210,-6.3,187529,590887710,3250,3250,3110,40433154790,0.0,12980146,,,
1917,133750,메가엠디,1805,0,0.0,87925,158867965,1800,1845,1780,40375310365,0.0,22368593,,,
1918,085810,알티캐스트,1900,-90,-4.5,121288,229979040,1990,1990,1835,40324004000,0.0,21223160,,,
1919,031980,피에스케이홀딩스,7240,-30,-0.4,18375,131270350,7270,7270,7050,40302068160,0.0,5566584,,,
1920,002680,한탑,1935,-15,-0.8,14710,28127010,1975,1975,1880,40248000000,0.0,20800000,,,
1921,236030,씨알푸드,20300,0,0.0,0,0,0,0,0,40194000000,0.0,1980000,,,
1922,024070,WISCOM,2620,5,0.2,8495,22258765,2615,2690,2590,40155267560,0.0,15326438,,,
1923,051390,YW,3530,-60,-1.7,3854,13738625,3640,3640,3530,40084449040,0.0,11355368,,,
1924,071950,코아스,1295,-50,-3.7,281509,365548075,1300,1325,1270,40024836950,0.0,30907210,,,
1925,038620,위즈코프,1030,-25,-2.4,167941,173322645,1040,1055,1020,39995695160,0.0,38830772,,,
1926,002690,동일제강,2655,-20,-0.8,40666,108173780,2715,2715,2635,39825000000,0.0,15000000,,,
1927,070300,한솔시큐어,5400,80,1.5,9069,48038450,5260,5400,5190,39776799600,0.0,7366074,,,
1928,033250,체시스,1655,35,2.2,726786,1213865460,1630,1750,1625,39720000000,0.0,24000000,,,
1929,196300,애니젠,7900,-300,-3.7,11709,93354220,8180,8180,7900,39627703500,0.0,5016165,,,
1930,170790,파이오링크,5770,-260,-4.3,19673,113792550,6020,6020,5690,39561024100,0.0,6856330,,,
1931,012620,원일특강,8980,310,3.6,1787,15703220,8670,8990,8620,39512000000,0.0,4400000,,,
1932,237750,피앤씨테크,6070,-40,-0.6,10730,64362150,6060,6070,5940,39434362000,0.0,6496600,,,
1933,054040,한국컴퓨터,2445,-125,-4.9,348350,910546180,2585,2770,2445,39294304050,0.0,16071290,,,
1934,044380,주연테크,368,-12,-3.2,421291,154909172,376,376,364,39284733056,0.0,106751992,,,
1935,205470,휴마시스,1395,5,0.4,206901,283431350,1360,1420,1330,39118602555,0.0,28042009,,,
1936,079000,와토스코리아,5430,-100,-1.8,1778,9709670,5440,5520,5430,39096000000,0.0,7200000,,,
1937,064850,에프앤가이드,3545,0,0.0,1001,3498545,3495,3545,3495,38995000000,0.0,11000000,,,
1938,203450,유니온커뮤니티,2650,-100,-3.6,34507,91916445,2745,2745,2615,38899368550,0.0,14679007,,,
1939,007370,진양제약,3240,-25,-0.8,12068,38562720,3260,3260,3165,38880000000,0.0,12000000,,,
1940,046310,백금T&A,2520,-30,-1.2,128270,324560450,2550,2585,2490,38826111240,0.0,15407187,,,
1941,044180,KD,495,0,0.0,0,0,0,0,0,38784885480,0.0,78353304,,,
1942,024900,덕양산업,1190,-20,-1.6,94246,110742055,1190,1205,1145,38752326200,0.0,32564980,,,
1943,104040,대성파인텍,1235,-35,-2.8,164412,203778660,1245,1255,1215,38657082035,0.0,31301281,,,
1944,082850,우리바이오,860,-6,-0.7,106559,89218082,831,866,823,38629375080,0.0,44917878,,,
1945,003680,한성기업,6310,160,2.6,514814,3185425040,6050,6460,5820,38617168450,0.0,6119995,,,
1946,057680,옴니텔,1145,-50,-4.2,126559,143905370,1135,1160,1120,38584942800,0.0,33698640,,,
1947,029480,바른테크놀로지,875,4,0.5,218214,189465108,876,888,840,38443374375,0.0,43935285,,,
1948,058530,슈펙스비앤피,599,-24,-3.8,275499,166549625,620,620,595,38363961919,0.0,64046681,,,
1949,302920,더콘텐츠온,14750,-400,-2.6,100,1475000,14750,14750,14750,38349705000,0.0,2599980,,,
1950,076080,웰크론한텍,1965,-60,-3.0,48050,94499195,2045,2045,1945,38321459475,0.0,19502015,,,
1951,038950,파인디지털,3750,-110,-2.8,4670,17505990,3730,3860,3700,38290368750,0.0,10210765,,,
1952,023810,인팩,3820,-145,-3.7,10049,37876335,3820,3835,3735,38200000000,0.0,10000000,,,
1953,071090,하이스틸,19100,950,5.2,17154,320966450,18150,19400,18100,38198930400,0.0,1999944,,,
1954,018500,동원금속,817,-7,-0.8,153243,122675122,827,830,788,38198780261,0.0,46754933,,,
1955,027580,상보,1200,-25,-2.0,2235826,2789620805,1200,1340,1155,38017345200,0.0,31681121,,,
1956,007120,미래아이앤지,293,-4,-1.4,438189,127395177,297,297,288,37938855364,0.0,129484148,,,
1957,032080,아즈텍WB,1810,-5,-0.3,33123,59825820,1815,1840,1790,37859198040,0.0,20916684,,,
1958,052460,아이크래프트,2590,-15,-0.6,117801,302749235,2580,2630,2490,37834554240,0.0,14607936,,,
1959,013810,스페코,2580,-60,-2.3,67964,176696560,2620,2680,2575,37811112600,0.0,14655470,,,
1960,085670,뉴프렉스,1785,-70,-3.8,192625,343127820,1820,1820,1710,37763529615,0.0,21156039,,,
1961,053290,NE능률,2795,40,1.4,7947,21920805,2765,2810,2685,37726468390,0.0,13497842,,,
1962,181340,이즈미디어,5330,-110,-2.0,230916,1222733780,5340,5340,5130,37550383000,0.0,7045100,,,
1963,279600,미디어젠,10200,-150,-1.4,94,956250,10150,10200,10150,37539886200,0.0,3680381,,,
1964,150900,파수닷컴,3900,20,0.5,22653,87591695,3870,4000,3795,37468142400,0.0,9607216,,,
1965,246690,TS인베스트먼트,1665,-35,-2.1,35840,58891405,1695,1695,1610,37330971660,0.0,22421004,,,
1966,004100,태양금속,1015,-15,-1.5,78521,78747443,1005,1025,996,37250500000,0.0,36700000,,,
1967,131220,대한과학,4980,-70,-1.4,23619,117823290,5050,5050,4950,37123360200,0.0,7454490,,,
1968,145270,케이탑리츠,823,0,0.0,145983,118810039,822,824,810,37114705081,0.0,45096847,,,
1969,083500,에프엔에스테크,4995,-115,-2.2,89170,446086190,4990,5110,4910,37088184690,0.0,7425062,,,
1970,159910,스킨앤스킨,321,-15,-4.5,333836,108412704,330,335,320,37034571537,0.0,115372497,,,
1971,238120,로고스바이오,10300,-400,-3.7,5353,55273700,10650,10650,10150,37025657200,0.0,3594724,,,
1972,033430,디에스티,661,-282,-29.9,6854949,4837274769,695,775,661,37019321525,0.0,56005025,,,
1973,089530,에이티세미콘,520,-2,-0.4,74439,38500577,511,523,511,36994074000,0.0,71142450,,,
1974,025880,케이씨피드,2205,-5,-0.2,37191,80648945,2200,2210,2140,36858466890,0.0,16715858,,,
1975,311840,대원모방,23100,0,0.0,0,0,0,0,0,36804768000,0.0,1593280,,,
1976,192390,윈하이텍,3580,-70,-1.9,45199,161125230,3610,3625,3515,36741847880,0.0,10263086,,,
1977,153490,우리이앤엘,736,-24,-3.2,51671,37768580,745,750,718,36726400000,0.0,49900000,,,
1978,002290,삼일기업공사,2960,-40,-1.3,18737,55346860,3030,3030,2940,36704000000,0.0,12400000,,,
1979,089790,제이티,3550,-135,-3.7,153131,531383220,3685,3685,3320,36620071150,0.0,10315513,,,
1980,251280,안지오랩,19000,1000,5.6,737,12169000,16500,20000,16500,36592366000,0.0,1925914,,,
1981,038010,제일테크노스,4035,-65,-1.6,42660,171363695,4075,4100,3980,36315000000,0.0,9000000,,,
1982,002410,범양건영,1460,-30,-2.0,68409,100465370,1475,1490,1450,36254445520,0.0,24831812,,,
1983,225590,패션플랫폼,1360,-30,-2.2,1387583,1955871330,1430,1485,1355,36225929680,0.0,26636713,,,
1984,066790,씨씨에스,423,0,0.0,0,0,0,0,0,36193713705,0.0,85564335,,,
1985,070590,한솔인티큐브,2600,5,0.2,124495,312638740,2535,2600,2435,36086754600,0.0,13879521,,,
1986,251970,펌텍코리아,19150,-2250,-10.5,65919,1331516650,21050,21850,19150,36053896500,0.0,1882710,,,
1987,014940,오리엔탈정공,791,-7,-0.9,90531,72008066,801,804,783,36048765851,0.0,45573661,,,
1988,049800,우진플라임,3600,-110,-3.0,23690,84108760,3675,3800,3500,36000000000,0.0,10000000,,,
1989,000440,중앙에너비스,5780,-220,-3.7,16920,99956470,6270,6270,5760,35992811400,0.0,6227130,,,
1990,900070,글로벌에스엠,669,-4,-0.6,15159,10154885,670,683,665,35954714592,0.0,53743968,,,
1991,123330,제닉,5130,-170,-3.2,24013,122892330,5110,5230,5070,35910000000,0.0,7000000,,,
1992,258250,셀젠텍,9160,-990,-9.8,1167,11032420,10000,11000,9150,35903059680,0.0,3919548,,,
1993,086060,진바이오텍,4160,-100,-2.4,77624,324281295,4235,4260,4110,35820041920,0.0,8610587,,,
1994,115530,씨엔플러스,839,0,0.0,0,0,0,0,0,35809930359,0.0,42681681,,,
1995,003720,삼영화학,1050,-55,-5.0,90557,96481695,1110,1110,1050,35700000000,0.0,34000000,,,
1996,038110,에코플라스틱,1390,20,1.5,203249,286210090,1380,1460,1350,35680424300,0.0,25669370,,,
1997,036620,버추얼텍,772,-18,-2.3,56554,43364868,780,780,740,35644665884,0.0,46171847,,,
1998,258540,스템랩,20500,-3050,-13.0,576,11840500,23000,23000,20100,35628795000,0.0,1737990,,,
1999,049470,SGA,734,-17,-2.3,34747,25644977,750,755,732,35497890766,0.0,48362249,,,
2000,172580,하이골드12호,2715,-20,-0.7,23364,63153820,2760,2760,2700,35415817500,0.0,13044500,,,
2001,275630,에스에스알,6100,-240,-3.8,22837,139308540,6210,6360,6020,35346822100,0.0,5794561,,,
2002,017000,신원종합개발,3505,50,1.4,35176,121792660,3455,3505,3385,35288434635,0.0,10068027,,,
2003,021650,한국큐빅,2155,-10,-0.5,12983,28167285,2165,2230,2130,35235463265,0.0,16350563,,,
2004,122800,썬텍,1000,0,0.0,0,0,0,0,0,35153085000,0.0,35153085,,,
2005,205500,액션스퀘어,1325,55,4.3,2151929,2917929865,1290,1450,1275,35093262325,0.0,26485481,,,
2006,177350,베셀,3130,-270,-7.9,382924,1229632270,3295,3390,3120,35032111840,0.0,11192368,,,
2007,220180,핸디소프트,2250,-960,-29.9,2325072,5283837240,2400,2440,2250,34805916000,0.0,15469296,,,
2008,089150,케이씨티,2025,-35,-1.7,35311,71335500,2030,2035,2000,34728750000,0.0,17150000,,,
2009,005450,신한,4945,0,0.0,0,0,0,0,0,34727938855,0.0,7022839,,,
2010,043590,크로바하이텍,1490,0,0.0,0,0,0,0,0,34717000000,0.0,23300000,,,
2011,284420,휴럼,9500,880,10.2,273,2422140,8870,9500,8870,34634055000,0.0,3645690,,,
2012,043910,자연과환경,1020,-30,-2.9,1925330,2077790145,1040,1140,1020,34628344140,0.0,33949357,,,
2013,019990,에너토크,3545,-125,-3.4,21095,74512605,3610,3620,3500,34585331960,0.0,9756088,,,
2014,109080,옵티시스,6130,-150,-2.4,11017,67696490,6320,6440,6100,34548680000,0.0,5636000,,,
2015,230400,자비스,9700,0,0.0,382,3705400,9700,9700,9700,34521485200,0.0,3558916,,,
2016,136660,큐엠씨,3650,-50,-1.4,1676,6073050,3595,3650,3595,34469870000,0.0,9443800,,,
2017,092600,앤씨앤,2560,-185,-6.7,78757,206616210,2735,2735,2560,34425600000,0.0,13447500,,,
2018,019570,리더스 기술투자,651,-34,-5.0,442222,284802351,591,687,591,34415003028,0.0,52864828,,,
2019,219130,타이거일렉,5450,80,1.5,1739222,10157314380,5440,6220,5400,34412880500,0.0,6314290,,,
2020,024850,피에스엠씨,859,-6,-0.7,60325,51281824,865,865,844,34374193257,0.0,40016523,,,
2021,036640,HRS,2100,35,1.7,52886,109697405,2065,2100,2035,34345080000,0.0,16354800,,,
2022,018700,바른손,2090,-35,-1.6,140031,288976245,2125,2125,2025,34312292850,0.0,16417365,,,
2023,006200,한국전자홀딩스,733,5,0.7,30601,22579272,731,745,729,34306698688,0.0,46803136,,,
2024,053160,프리엠스,5710,-160,-2.7,14017,80254190,5870,5870,5650,34260000000,0.0,6000000,,,
2025,009180,한솔로지스틱스,1245,-15,-1.2,135502,167669850,1260,1260,1215,34209394125,0.0,27477425,,,
2026,043100,솔고바이오,211,-12,-5.4,3050613,651097448,215,219,208,34124140635,0.0,161725785,,,
2027,206950,볼빅,8120,-10,-0.1,8,58870,7250,8120,7250,33968663960,0.0,4183333,,,
2028,065440,이루온,1245,-40,-3.1,125446,156171790,1265,1265,1215,33957399900,0.0,27275020,,,
2029,251960,엠에프엠코리아,3260,0,0.0,0,0,0,0,0,33904000000,0.0,10400000,,,
2030,227950,마이크로텍,1745,25,1.4,35032,60535820,1760,1760,1715,33854619360,0.0,19400928,,,
2031,019770,서연탑메탈,2900,-175,-5.7,7899417,26283333280,3230,3830,2865,33785000000,0.0,11650000,,,
2032,023960,에쓰씨엔지니어링,1345,20,1.5,73354,97825975,1295,1380,1290,33647309515,0.0,25016587,,,
2033,064480,브리지텍,2800,-125,-4.3,13024,36780990,2930,2960,2795,33467000000,0.0,11952500,,,
2034,900120,씨케이에이치,303,-11,-3.5,475512,145667729,314,314,302,33452550471,0.0,110404457,,,
2035,048830,엔피케이,1785,0,0.0,74691,131008220,1765,1790,1740,33422202555,0.0,18723923,,,
2036,212560,네오오토,4230,-90,-2.1,11202,47557755,4320,4320,4205,33311093490,0.0,7874963,,,
2037,008775,호텔신라우,44200,150,0.3,3720,164211350,43500,44450,43500,33233051800,0.0,751879,,,
2038,195440,퓨전데이타,344,79,29.8,12550132,4186623332,280,344,278,33025162376,0.0,96003379,,,
2039,189860,서전기전,3400,-60,-1.7,41058,139783730,3460,3460,3360,32975852000,0.0,9698780,,,
2040,045300,성우테크론,3550,-45,-1.2,15096,53159320,3620,3625,3410,32759733700,0.0,9228094,,,
2041,093640,다믈멀티미디어,3020,20,0.7,26468,79511795,3000,3050,2960,32611578720,0.0,10798536,,,
2042,060260,뉴보텍,1210,-25,-2.0,201245,242492650,1225,1225,1180,32505341990,0.0,26863919,,,
2043,010420,한솔PNS,1585,-40,-2.5,570442,931038240,1575,1715,1525,32481424020,0.0,20493012,,,
2044,032860,GMR 머티리얼즈,479,-11,-2.2,92112,43960126,478,485,474,32360684360,0.0,67558840,,,
2045,094860,코닉글로리,679,29,4.5,1889719,1297893159,650,728,644,32356429098,0.0,47653062,,,
2046,051780,큐로홀딩스,510,-6,-1.2,86880,43865134,516,516,501,32342268630,0.0,63416213,,,
2047,086250,화신테크,2380,-115,-4.6,387359,938650375,2420,2530,2360,32288860240,0.0,13566748,,,
2048,299480,지앤이헬스케어,2900,-90,-3.0,0,0,0,0,0,32192154700,0.0,11100743,,,
2049,016920,카스,1495,-25,-1.6,112164,167326965,1520,1530,1460,32103797440,0.0,21474112,,,
2050,115480,씨유메디칼,2020,-5,-0.2,50211,100700825,2010,2060,1990,32099777580,0.0,15890979,,,
2051,078590,두올산업,608,-14,-2.2,2959759,1805357527,607,631,598,32095521696,0.0,52788687,,,
2052,032280,삼일,1975,-95,-4.6,97662,196245650,2075,2075,1975,32021840250,0.0,16213590,,,
2053,032580,피델릭스,1330,-50,-3.6,100276,134106250,1365,1380,1315,31919821780,0.0,23999866,,,
2054,072950,빛샘전자,5300,-130,-2.4,33605,178585570,5370,5400,5270,31800000000,0.0,6000000,,,
2055,161570,THE MIDONG,2305,-50,-2.1,21977,51305235,2390,2390,2285,31790066730,0.0,13791786,,,
2056,226350,아이엠텍,1080,0,0.0,81687,86438450,1085,1090,1035,31786259760,0.0,29431722,,,
2057,024910,경창산업,886,-27,-3.0,110622,98310718,905,913,875,31735638430,0.0,35819005,,,
2058,141070,맥스로텍,1270,-120,-8.6,1000219,1284002850,1330,1345,1230,31580400390,0.0,24866457,,,
2059,052600,한네트,2730,-55,-2.0,96139,260974765,2705,2770,2680,31568901000,0.0,11563700,,,
2060,217950,파마리서치바이오,7750,-550,-6.6,1137,8687890,9510,9510,7370,31382780250,0.0,4049391,,,
2061,035460,기산텔레콤,2150,60,2.9,79366,166550180,2090,2155,2065,31341281000,0.0,14577340,,,
2062,009140,경인전자,19950,-350,-1.7,2699,53478450,20200,20450,19600,31337400150,0.0,1570797,,,
2063,039230,에이아이비트,377,-34,-8.3,5600733,2098863113,371,390,350,30690513269,0.0,81407197,,,
2064,067010,이씨에스,4075,-25,-0.6,8306,33942170,4100,4140,4070,30562500000,0.0,7500000,,,
2065,001420,태원물산,4010,40,1.0,137644,552446675,3955,4135,3895,30476000000,0.0,7600000,,,
2066,260970,에스앤디,99900,-17600,-15.0,0,0,0,0,0,30333835800,0.0,303642,,,
2067,073190,듀오백,2530,-70,-2.7,139501,356839695,2690,2735,2480,30279141200,0.0,11968040,,,
